results
96.5013024475047
93.13557832076727
94.63577916876102
95.02027827819562
95.25424472222882
94.45359541690678
94.86417583916585
97.26922114404549
97.21348747416401
96.08769959016637
93.68484189413289
95.58111168985317
97.72586656734097
95.65559807481168
94.19193602416797
93.6992815971469
98.0663345999545
96.83740002069533
95.78705904528657
94.27688321003299
